cm,ds,ms,snr,speed_band,nmse,published_nmse,diff,ours_favoured
B,5e-08,3.0,0.0,le10,0.0743550375,0.067557735,0.006797302500000005,False
B,5e-08,3.0,5.0,le10,0.0427717225,0.03914986,0.0036218624999999963,False
B,5e-08,3.0,10.0,le10,0.029157550000000004,0.0258650075,0.0032925425000000057,False
B,5e-08,3.0,15.0,le10,0.0224441375,0.0200043625,0.002439774999999998,False
B,5e-08,3.0,20.0,le10,0.019442835,0.017456305,0.0019865300000000002,False
B,5e-08,3.0,25.0,le10,0.01786049,0.0167571275,0.0011033624999999998,False
B,5e-08,6.0,0.0,le10,0.1586267575,0.1610342875,-0.002407530000000019,True
B,5e-08,6.0,5.0,le10,0.11016408750000001,0.11292824,-0.0027641524999999917,True
B,5e-08,6.0,10.0,le10,0.0866844225,0.091294265,-0.004609842500000003,True
B,5e-08,6.0,15.0,le10,0.07568873000000001,0.07673133,-0.0010425999999999908,True
B,5e-08,6.0,20.0,le10,0.07061403499999999,0.0712612175,-0.0006471825000000098,True
B,5e-08,6.0,25.0,le10,0.06789189500000001,0.06965831,-0.0017664149999999934,True
B,5e-08,9.0,0.0,le10,0.24948614,0.2496892025,-0.00020306250000001747,True
B,5e-08,9.0,5.0,le10,0.1916871,0.2004849875,-0.00879788749999999,True
B,5e-08,9.0,10.0,le10,0.162457075,0.1698426925,-0.007385617499999997,True
B,5e-08,9.0,15.0,le10,0.15043110999999998,0.1543122425,-0.003881132500000023,True
B,5e-08,9.0,20.0,le10,0.1443944275,0.14932361,-0.00492918249999999,True
B,5e-08,9.0,25.0,le10,0.14086018,0.147726025,-0.006865845000000009,True
B,5e-08,12.0,0.0,10to30,0.353951475,0.38029465,-0.026343174999999996,True
B,5e-08,12.0,5.0,10to30,0.29704993749999997,0.3239227725,-0.02687283500000004,True
B,5e-08,12.0,10.0,10to30,0.27087068999999997,0.2960499649999999,-0.025179274999999945,True
B,5e-08,12.0,15.0,10to30,0.2604506875,0.2846653349999999,-0.02421464749999991,True
