angle_index,angle_rad,median,q25,q75,p05,p95,mean,n_rows,family,seed,checkpoint_sha256,stride,grid,statistic
10,-2.896155834197998,3.7384421825408936,3.5000905990600586,4.174388766288757,2.1610113978385925,5.090932083129883,3.763932984098102,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
11,-2.871612071990967,3.6342238187789917,3.3924078345298767,4.051890015602112,2.2047520160675047,5.180138802528381,3.6846623064501696,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
12,-2.8470683097839355,3.577981472015381,3.2988491654396057,3.95158052444458,2.247755193710327,5.3306496143341064,3.6461678289635864,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
13,-2.8225247859954834,3.577351927757263,3.2717130184173584,3.928873598575592,2.2999289631843567,5.45514988899231,3.6529889360835983,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
14,-2.797981023788452,3.6323853731155396,3.3130295276641846,3.9971803426742554,2.3565145134925842,5.514611148834229,3.704013168849051,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
15,-2.773437261581421,3.733612060546875,3.407848298549652,4.143964648246765,2.419308662414551,5.490987300872804,3.79190423776844,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
16,-2.7488937377929688,3.8682490587234497,3.5402656197547913,4.343307375907898,2.4690780162811277,5.394728183746339,3.9056143528498986,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
17,-2.7243499755859375,4.02571702003479,3.685028851032257,4.5511634349823,2.526442289352417,5.338572764396668,4.033844599312654,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
18,-2.6998062133789062,4.19745397567749,3.824390172958374,4.713678598403931,2.580703008174896,5.421108818054201,4.1672885008087315,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
19,-2.675262451171875,4.3496668338775635,3.9386083483695984,4.8350372314453125,2.6257699728012085,5.626134371757508,4.299221864258525,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
20,-2.650718927383423,4.475656747817993,3.9845256209373474,4.989354133605957,2.656454598903656,5.877210354804993,4.425123451505271,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
21,-2.6261754035949707,4.595576047897339,3.9846023321151733,5.165378451347351,2.6732895612716674,6.098021531105042,4.541800145259886,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
22,-2.6016314029693604,4.707697629928589,4.035320520401001,5.326901197433472,2.692429757118225,6.256667685508728,4.646203272945627,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
23,-2.577087879180908,4.799674987792969,4.144609451293945,5.453254222869873,2.735275089740753,6.331354022026062,4.734131141182173,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
24,-2.552544116973877,4.861121654510498,4.284927248954773,5.526216983795166,2.80254271030426,6.329598903656006,4.799477238522636,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
25,-2.5280003547668457,4.886397361755371,4.400834798812866,5.538944959640503,2.9000253558158873,6.280517959594727,4.834656350677488,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
26,-2.5034570693969727,4.865621566772461,4.420508027076721,5.489824652671814,2.9838940382003782,6.221125149726868,4.832234534633656,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
27,-2.4789130687713623,4.780877590179443,4.354712247848511,5.39798891544342,3.019503378868103,6.1910518407821655,4.786767470317859,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
28,-2.45436954498291,4.627288341522217,4.217290639877319,5.26999568939209,3.010695779323578,6.286571121215821,4.696176753986489,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
29,-2.4298255443573,4.398798942565918,3.9830049872398376,5.138230800628662,2.952401649951935,6.497678947448731,4.562552320758502,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
30,-2.4052820205688477,4.11836314201355,3.6582042574882507,5.014989137649536,2.8429446458816527,6.6773744344711305,4.3927643500420235,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
31,-2.3807382583618164,3.834114193916321,3.26526540517807,4.906432509422302,2.670579123497009,6.829111671447754,4.199102136058112,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
32,-2.356194496154785,3.556143045425415,2.8832200169563293,4.850301623344421,2.4377677917480467,6.945601415634156,4.0001949994473,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
33,-2.331650972366333,3.287883162498474,2.5858834981918335,4.814096570014954,2.162177789211273,6.995069718360901,3.8212760279079276,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
34,-2.3071072101593018,3.0691460371017456,2.4131950736045837,4.799756407737732,2.02408789396286,6.995111155509949,3.690050694030468,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
35,-2.2825634479522705,2.9261727333068848,2.3236042261123657,4.792972564697266,2.062378740310669,6.9510091781616214,3.623886234947929,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
36,-2.2580196857452393,2.9443628787994385,2.294973909854889,4.789217233657837,2.0459022760391234,6.88525116443634,3.620432200582215,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
37,-2.233476161956787,3.106406807899475,2.29648220539093,4.808904647827148,2.045501637458801,6.810088205337526,3.665202163089481,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
38,-2.208932399749756,3.382939338684082,2.355045735836029,4.8533618450164795,2.0529021263122558,6.7497731208801275,3.740719619107743,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
39,-2.1843886375427246,3.590726852416992,2.443711519241333,4.939824104309082,2.103841471672058,6.715424966812134,3.8297791366651652,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
40,-2.1598451137542725,3.693246364593506,2.551147997379303,5.041838526725769,2.17516633272171,6.701359057426453,3.91714510831361,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
41,-2.135301351547241,3.7256520986557007,2.681886374950409,5.107183575630188,2.2630949139595034,6.678734636306764,3.991015696046115,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
42,-2.11075758934021,3.738468885421753,2.8136385083198547,5.119631767272949,2.37329124212265,6.661477327346802,4.044012295429216,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
