angle_index,angle_rad,median,q25,q75,p05,p95,mean,n_rows,family,seed,checkpoint_sha256,stride,grid,statistic
57,-1.7426022291183472,5.360102891921997,4.156424164772034,6.52803635597229,2.155469608306885,8.702091360092163,5.399934835264252,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
58,-1.7180585861206055,5.493764638900757,4.19346010684967,6.769078493118286,2.183996045589447,9.156941223144532,5.561238439084479,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
59,-1.6935148239135742,5.584872722625732,4.187525510787964,6.963260650634766,2.211835706233978,9.538512706756592,5.686333789313557,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
60,-1.6689711809158325,5.624075889587402,4.163886308670044,7.077743649482727,2.2478396892547607,9.84663200378418,5.767335869529181,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
61,-1.6444274187088013,5.6096532344818115,4.122308731079102,7.110087156295776,2.286583316326141,10.070222663879395,5.798808366766682,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
62,-1.6198837757110596,5.540783405303955,4.057483553886414,7.0598331689834595,2.320725178718567,10.208501672744752,5.778523306581709,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
63,-1.5953400135040283,5.42790675163269,3.9788318276405334,6.932942748069763,2.332201611995697,10.243333959579468,5.707955490029245,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
64,-1.5707963705062866,5.275538921356201,3.902829110622406,6.733585596084595,2.316269886493683,10.189941596984864,5.592560039330964,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
65,-1.546252727508545,5.094170331954956,3.8546853065490723,6.480255722999573,2.2779991149902346,10.033396577835084,5.441794634033684,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
66,-1.5217089653015137,4.899049282073975,3.8458356857299805,6.206576108932495,2.2123578071594237,9.781353139877321,5.269083250267086,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
67,-1.497165322303772,4.715328931808472,3.8582319617271423,5.9422372579574585,2.1281320691108703,9.429380083084107,5.091838154731387,86400,reported,42,5f262c4ed6762b56fd7c67fc65428e840c97f87bb8c6689097135e39944093f4,1,"Z1: 257 angles uniform on [-pi, pi], unit circle","P_X v_N(z) - u_T(z), L2 over the T horizons, quantiles over rows"
