model,duplex,split,cm,ds,ms,noise_type,snr,h1,h2,h3,h4,nmse_mean,source
AR,TDD,generalization,A,3e-08,1.0,vanilla,0.0,0.29689616,0.3039045,0.3175244,0.35079375,0.31727970250000004,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,1.0,vanilla,5.0,0.14216708,0.19631252,0.26216504,0.30515927,0.22645097749999998,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,1.0,vanilla,10.0,0.09348615,0.16203295,0.24474421,0.29100034,0.1978159125,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,1.0,vanilla,15.0,0.0780793,0.15137891,0.2390654,0.28635466,0.1887195675,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,1.0,vanilla,20.0,0.07315481,0.14786461,0.23720893,0.28496882,0.18579929250000002,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,1.0,vanilla,25.0,0.07156928,0.14672406,0.23668666,0.2844417,0.184855425,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,3.0,vanilla,0.0,0.36814195,0.51708484,0.6921403,0.79784554,0.5938031575,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,3.0,vanilla,5.0,0.23876162,0.4290556,0.64710045,0.759577,0.5186236675,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,3.0,vanilla,10.0,0.19717789,0.3999913,0.63180536,0.74713916,0.4940284275,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,3.0,vanilla,15.0,0.18408209,0.39027774,0.62717277,0.74308676,0.48615484,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,3.0,vanilla,20.0,0.18002826,0.3874848,0.62571895,0.741769,0.48375025250000003,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,3.0,vanilla,25.0,0.17864986,0.3864592,0.6251637,0.74137026,0.48291075499999997,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,6.0,vanilla,0.0,0.48220557,0.77248895,1.0553331,1.1850196,0.873761805,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,6.0,vanilla,5.0,0.35465592,0.6789793,1.0065196,1.1442804,0.796108805,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,6.0,vanilla,10.0,0.31443217,0.6506305,0.9918605,1.1321187,0.7722604675,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,6.0,vanilla,15.0,0.30193165,0.6415171,0.9871173,1.1278999,0.7646164875,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,6.0,vanilla,20.0,0.29768437,0.6384217,0.98546624,1.1264396,0.7620029775,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,6.0,vanilla,25.0,0.2964717,0.6376075,0.9850671,1.1262083,0.76133865,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,9.0,vanilla,0.0,0.70249593,1.0821463,1.2591649,1.3488727,1.0981699575000001,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,9.0,vanilla,5.0,0.49670425,0.9273783,1.1852924,1.2806703,0.9725113125,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,9.0,vanilla,10.0,0.43113792,0.88269347,1.1623152,1.2593797,0.9338815725,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,9.0,vanilla,15.0,0.4103308,0.8665378,1.1551267,1.2526801,0.92116885,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,9.0,vanilla,20.0,0.40413,0.8615136,1.1526473,1.250249,0.917134975,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,9.0,vanilla,25.0,0.40232185,0.8603407,1.1521902,1.2497556,0.9161520875,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,10.0,vanilla,0.0,0.765832,1.1252996,1.4352423,1.5071582,1.208383025,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,10.0,vanilla,5.0,0.5391811,0.96156204,1.3458234,1.424391,1.0677393849999999,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,10.0,vanilla,10.0,0.46578303,0.90750957,1.3160255,1.3931961,1.02062855,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,10.0,vanilla,15.0,0.4425208,0.8903199,1.3079782,1.3871391,1.0069895,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,10.0,vanilla,20.0,0.43553802,0.8856408,1.3051403,1.3836414,1.00249013,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,10.0,vanilla,25.0,0.43307343,0.8837267,1.3041707,1.3825072,1.0008695075,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,12.0,vanilla,0.0,0.9631781,1.2213327,1.4204673,1.3213856,1.2315909250000001,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,12.0,vanilla,5.0,0.7068331,1.0906055,1.3461362,1.2586664,1.1005603,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,12.0,vanilla,10.0,0.61725444,1.0496522,1.3225757,1.2386389,1.05703031,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,12.0,vanilla,15.0,0.58995676,1.0361043,1.3152641,1.2320396,1.04334119,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,12.0,vanilla,20.0,0.5813361,1.0322543,1.3127971,1.2303233,1.0391777,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,12.0,vanilla,25.0,0.5787338,1.0307621,1.3119457,1.2296258,1.0377668500000001,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,15.0,vanilla,0.0,1.1739833,1.6236387,1.4401065,1.3688663,1.4016487,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,15.0,vanilla,5.0,0.96612734,1.4722846,1.3524508,1.2976735,1.27213406,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,15.0,vanilla,10.0,0.90040344,1.4252821,1.3251505,1.2768177,1.231913435,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,15.0,vanilla,15.0,0.8797916,1.4095365,1.3168379,1.2702987,1.219116175,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,15.0,vanilla,20.0,0.8726959,1.4043926,1.3143065,1.2672975,1.214673125,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,15.0,vanilla,25.0,0.87068033,1.4029536,1.3135246,1.2667737,1.2134830575,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,18.0,vanilla,0.0,1.5053462,1.8448164,1.6592457,1.4898028,1.624802775,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,18.0,vanilla,5.0,1.2615715,1.6874886,1.5658134,1.4204141,1.4838219,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,18.0,vanilla,10.0,1.1781163,1.6347382,1.5328249,1.3961198,1.4354498,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,18.0,vanilla,15.0,1.152198,1.6186045,1.5258195,1.389849,1.42161775,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,18.0,vanilla,20.0,1.1446147,1.6127777,1.5202603,1.3867038,1.416089125,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,18.0,vanilla,25.0,1.1418638,1.611151,1.519439,1.3863508,1.41470115,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,21.0,vanilla,0.0,1.4007275,1.6117678,1.4466547,1.5024527,1.490400675,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,21.0,vanilla,5.0,1.1775719,1.4587753,1.3482978,1.4178095,1.350613625,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,21.0,vanilla,10.0,1.1098527,1.4103012,1.317348,1.3915981,1.307275,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,21.0,vanilla,15.0,1.0875373,1.3945714,1.3074652,1.3819541,1.292882,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,21.0,vanilla,20.0,1.0809295,1.3897651,1.3040237,1.378907,1.288406325,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,21.0,vanilla,25.0,1.0791636,1.3887933,1.3035939,1.3781171,1.287416975,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,24.0,vanilla,0.0,1.9736283,1.7190347,1.3328015,1.2639189,1.57234585,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,24.0,vanilla,5.0,1.5926899,1.5197403,1.2329963,1.187061,1.383121875,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,24.0,vanilla,10.0,1.4850754,1.4639249,1.2029992,1.1629431,1.32873565,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,24.0,vanilla,15.0,1.4466132,1.444161,1.1923938,1.1558696,1.3097594,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,24.0,vanilla,20.0,1.4331753,1.4382461,1.1900245,1.1536168,1.303765675,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,24.0,vanilla,25.0,1.428633,1.4358628,1.1889007,1.1526202,1.301504175,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,27.0,vanilla,0.0,1.6995348,1.6362342,1.4768152,1.3676126,1.5450492,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,27.0,vanilla,5.0,1.4663517,1.4741454,1.371754,1.2799811,1.39805805,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,27.0,vanilla,10.0,1.3807619,1.4207329,1.3365482,1.2500257,1.347017175,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,27.0,vanilla,15.0,1.3578867,1.4047725,1.3253947,1.2412593,1.3323283,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,27.0,vanilla,20.0,1.3489733,1.3991405,1.3216293,1.2389727,1.32717895,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,27.0,vanilla,25.0,1.3463291,1.3975765,1.320567,1.2377356,1.32555205,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,30.0,vanilla,0.0,1.761423,1.8014148,1.6362948,1.5604328,1.68989135,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,30.0,vanilla,5.0,1.4622768,1.5990623,1.530375,1.4670471,1.5146903,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,30.0,vanilla,10.0,1.3638945,1.5313973,1.4959182,1.4371495,1.457089875,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,30.0,vanilla,15.0,1.3340175,1.510334,1.4826217,1.4272801,1.438563325,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,30.0,vanilla,20.0,1.324404,1.5036696,1.4795529,1.4247041,1.43308265,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,30.0,vanilla,25.0,1.3214471,1.5017759,1.478858,1.423639,1.43143,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,33.0,vanilla,0.0,1.8503491,1.6931401,1.5019462,1.4981939,1.635907325,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,33.0,vanilla,5.0,1.5831561,1.4944171,1.4031407,1.4109375,1.47291285,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,33.0,vanilla,10.0,1.498808,1.4326189,1.3710266,1.385663,1.422029125,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,33.0,vanilla,15.0,1.4717515,1.4144025,1.3619416,1.3757637,1.405964825,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,33.0,vanilla,20.0,1.463827,1.4083214,1.3584079,1.3726783,1.40080865,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,33.0,vanilla,25.0,1.4608552,1.4058381,1.357308,1.3718251,1.3989566,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,36.0,vanilla,0.0,1.7980313,1.75348,1.4992443,1.3727057,1.605865325,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,36.0,vanilla,5.0,1.5477964,1.569384,1.3970753,1.2918789,1.45153365,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,36.0,vanilla,10.0,1.4677315,1.50706,1.3643798,1.2667713,1.4014856500000001,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,36.0,vanilla,15.0,1.441209,1.4877106,1.3538885,1.2586865,1.38537365,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,36.0,vanilla,20.0,1.4341521,1.4810382,1.3502107,1.2563503,1.380437825,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,36.0,vanilla,25.0,1.4312128,1.4794121,1.3494351,1.2557592,1.3789548,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,39.0,vanilla,0.0,1.8605827,1.7265496,1.4337409,1.436289,1.61429055,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,39.0,vanilla,5.0,1.6205869,1.5600072,1.3273137,1.3497047,1.464403125,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,39.0,vanilla,10.0,1.5501533,1.5033413,1.2928168,1.32248,1.41719785,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,39.0,vanilla,15.0,1.527088,1.4862053,1.2826669,1.3139327,1.402473225,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,39.0,vanilla,20.0,1.5188502,1.4811025,1.2794921,1.3109692,1.3976035,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,39.0,vanilla,25.0,1.5168588,1.4790112,1.2783532,1.3102957,1.396129725,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,42.0,vanilla,0.0,2.3964376,2.2159529,1.5703735,1.4581404,1.9102261,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,42.0,vanilla,5.0,1.9941179,1.9048892,1.4290459,1.3337984,1.66546285,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,42.0,vanilla,10.0,1.8754927,1.8119816,1.3800988,1.2942966,1.590467425,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,42.0,vanilla,15.0,1.8341185,1.7780496,1.3670732,1.28203,1.565317825,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,42.0,vanilla,20.0,1.8228873,1.7696344,1.3623827,1.2780237,1.5582320250000001,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,42.0,vanilla,25.0,1.819083,1.7658354,1.3606442,1.277078,1.55566015,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,3e-08,45.0,vanilla,0.0,2.0696697,2.1254265,1.7932161,1.570191,1.889625825,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,45.0,vanilla,5.0,1.802578,1.9020292,1.6669736,1.4523369,1.705979425,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,3e-08,45.0,vanilla,10.0,1.7205101,1.8326957,1.6269139,1.4132031,1.6483307,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,3e-08,45.0,vanilla,15.0,1.6947559,1.811555,1.6137898,1.4019775,1.63051955,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,3e-08,45.0,vanilla,20.0,1.6857502,1.8023726,1.6082263,1.3975956,1.623486175,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,3e-08,45.0,vanilla,25.0,1.6829566,1.8008014,1.6080724,1.3964751,1.622076375,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,1.0,vanilla,0.0,0.27704963,0.29356495,0.31198734,0.34379056,0.30659812,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,1.0,vanilla,5.0,0.13741577,0.19558512,0.26454705,0.3057599,0.22582696,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,1.0,vanilla,10.0,0.09290545,0.16471356,0.24912956,0.29322964,0.1999945525,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,1.0,vanilla,15.0,0.078765,0.15485148,0.24406925,0.28925717,0.191735725,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,1.0,vanilla,20.0,0.07434288,0.15188706,0.24258882,0.28807327,0.18922300749999998,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,1.0,vanilla,25.0,0.07290624,0.15084665,0.24211615,0.2876647,0.188383435,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,3.0,vanilla,0.0,0.37208512,0.524473,0.707938,0.8235676,0.60701593,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,3.0,vanilla,5.0,0.24311045,0.43866745,0.66623735,0.78902346,0.5342596775,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,3.0,vanilla,10.0,0.20164934,0.4104971,0.6524522,0.7779305,0.510632285,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,3.0,vanilla,15.0,0.18898895,0.40233335,0.6482702,0.7743745,0.50349175,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,3.0,vanilla,20.0,0.18497285,0.39974973,0.6470511,0.77324265,0.5012540825,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,3.0,vanilla,25.0,0.1836236,0.3987962,0.6465803,0.77277994,0.50044501,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,6.0,vanilla,0.0,0.50679064,0.8024126,1.0935907,1.2100329,0.9032067100000001,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,6.0,vanilla,5.0,0.36953312,0.7036759,1.0403334,1.1661319,0.8199185800000001,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,6.0,vanilla,10.0,0.3252881,0.67210174,1.0246494,1.1534324,0.79386791,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,6.0,vanilla,15.0,0.3117037,0.6622462,1.0196369,1.1493045,0.785722825,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,6.0,vanilla,20.0,0.30732328,0.6591542,1.0179372,1.1480107,0.783106345,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,6.0,vanilla,25.0,0.30580404,0.6579448,1.0173012,1.147533,0.7821457599999999,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,9.0,vanilla,0.0,0.7014199,1.053795,1.2931257,1.3333151,1.0954139250000001,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,9.0,vanilla,5.0,0.49883094,0.89455396,1.2145542,1.2639624,0.967975375,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,9.0,vanilla,10.0,0.43411714,0.84352636,1.188557,1.2415252,0.926931425,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,9.0,vanilla,15.0,0.4138194,0.8273567,1.1797603,1.2343092,0.9138114,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,9.0,vanilla,20.0,0.40732726,0.82233804,1.1770173,1.2318277,0.909627575,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,9.0,vanilla,25.0,0.40533724,0.8206955,1.1761171,1.2311536,0.90832586,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,10.0,vanilla,0.0,0.65642035,0.99897474,1.2035502,1.2660753,1.0312551475,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,10.0,vanilla,5.0,0.495471,0.8826248,1.1434798,1.2138081,0.933845925,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,10.0,vanilla,10.0,0.44469953,0.84547335,1.1246845,1.1968994,0.902939195,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,10.0,vanilla,15.0,0.42815655,0.83317053,1.1182364,1.1914182,0.89274542,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,10.0,vanilla,20.0,0.42276263,0.82960784,1.1163373,1.1897317,0.8896098675,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,10.0,vanilla,25.0,0.42113873,0.8283827,1.1156157,1.1888916,0.8885071825,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,12.0,vanilla,0.0,0.8580063,1.2746608,1.3695984,1.340273,1.210634625,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,12.0,vanilla,5.0,0.6982254,1.1569333,1.3042462,1.2834249,1.11070745,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,12.0,vanilla,10.0,0.6485497,1.1216115,1.2849777,1.2659369,1.08026895,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,12.0,vanilla,15.0,0.63229746,1.110201,1.2786022,1.2601227,1.07030584,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,12.0,vanilla,20.0,0.62795246,1.1073121,1.2770796,1.2584739,1.067704515,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,12.0,vanilla,25.0,0.62612295,1.1059941,1.276473,1.2579728,1.0666407125,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,15.0,vanilla,0.0,1.1047705,1.5711663,1.3944877,1.3961242,1.3666371750000001,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,15.0,vanilla,5.0,0.95040786,1.4479584,1.3315276,1.3364961,1.26659749,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,15.0,vanilla,10.0,0.90273595,1.412939,1.3129293,1.3196739,1.2370695375,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,15.0,vanilla,15.0,0.8875673,1.4007884,1.3069177,1.314355,1.2274071,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,15.0,vanilla,20.0,0.88280416,1.3971031,1.3050689,1.3118927,1.224217215,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,15.0,vanilla,25.0,0.8809651,1.3955117,1.3044304,1.3114988,1.2231015,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,18.0,vanilla,0.0,1.3289105,1.737617,1.4914187,1.5529997,1.527736475,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,18.0,vanilla,5.0,1.0922172,1.5594536,1.396423,1.4773097,1.381350875,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,18.0,vanilla,10.0,1.0167359,1.5019178,1.3638955,1.4485298,1.33276975,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,18.0,vanilla,15.0,0.9941842,1.4844639,1.3545151,1.4418383,1.318750375,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,18.0,vanilla,20.0,0.98656166,1.4777937,1.3509305,1.4391265,1.31360309,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,18.0,vanilla,25.0,0.9841806,1.4759756,1.3499016,1.4383545,1.312103075,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,21.0,vanilla,0.0,1.3112565,1.5365752,1.3119005,1.4551845,1.403729175,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,21.0,vanilla,5.0,1.0931553,1.3675815,1.2219206,1.3792158,1.2654683,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,21.0,vanilla,10.0,1.0223258,1.3141953,1.1939511,1.3531145,1.220896675,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,21.0,vanilla,15.0,0.999476,1.296988,1.1838518,1.3451039,1.206354925,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,21.0,vanilla,20.0,0.99201965,1.2913256,1.180446,1.3418564,1.2014119125,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,21.0,vanilla,25.0,0.99007875,1.2897067,1.1799767,1.3416058,1.2003419875,AR\TDD\generalization\slice_15\20260227_190957\result.csv
