model,duplex,split,cm,ds,ms,noise_type,snr,h1,h2,h3,h4,nmse_mean,source
RNN,TDD,generalization,A,5e-08,10.0,vanilla,15.0,0.02642163,0.05243904,0.09281845,0.16427226,0.083987845,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,10.0,vanilla,20.0,0.02532868,0.04778469,0.08824192,0.16309467,0.08111249,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,10.0,vanilla,25.0,0.02484586,0.04697391,0.08492123,0.15568756,0.07810714,RNN\TDD\generalization\slice_15\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,12.0,vanilla,0.0,0.0888131,0.16723402,0.27683982,0.4143636,0.236812635,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,12.0,vanilla,5.0,0.0617059,0.1257975,0.23194504,0.35337844,0.19320672,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,12.0,vanilla,10.0,0.04865923,0.10385592,0.19799472,0.31477648,0.1663215875,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,12.0,vanilla,15.0,0.04407412,0.09333582,0.18145001,0.29408342,0.1532358425,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,12.0,vanilla,20.0,0.04284183,0.09039886,0.17953391,0.29238275,0.1512893375,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,12.0,vanilla,25.0,0.04235397,0.08863571,0.17560378,0.29082835,0.1493554525,RNN\TDD\generalization\slice_15\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,15.0,vanilla,0.0,0.1177716,0.22326232,0.38512003,0.5933881,0.3298855125,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,15.0,vanilla,5.0,0.09222087,0.18173625,0.32824132,0.4984155,0.275153485,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,15.0,vanilla,10.0,0.08303189,0.16088052,0.30555263,0.47947022,0.257233815,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,15.0,vanilla,15.0,0.07949875,0.15470834,0.29487368,0.4608458,0.24748164250000002,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,15.0,vanilla,20.0,0.07852139,0.15225714,0.2919912,0.45802045,0.24519754500000002,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,15.0,vanilla,25.0,0.07778384,0.15026242,0.2903166,0.45844355,0.2442016025,RNN\TDD\generalization\slice_15\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,18.0,vanilla,0.0,0.16112424,0.28059062,0.46770236,0.67116255,0.3951449425,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,18.0,vanilla,5.0,0.11914802,0.22297078,0.38321525,0.5694123,0.3236865875,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,18.0,vanilla,10.0,0.10709009,0.20321314,0.36004493,0.54794574,0.304573475,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,18.0,vanilla,15.0,0.10224397,0.19020572,0.35137185,0.5302649,0.29352161,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,18.0,vanilla,20.0,0.10152238,0.18524906,0.3434638,0.5181406,0.28709396,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,18.0,vanilla,25.0,0.10044288,0.18335585,0.34178254,0.51831704,0.2859745775,RNN\TDD\generalization\slice_15\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,21.0,vanilla,0.0,0.16387826,0.29854062,0.48383823,0.66427714,0.4026335625,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,21.0,vanilla,5.0,0.1378553,0.24973664,0.4192771,0.6135907,0.355114935,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,21.0,vanilla,10.0,0.1230908,0.23052284,0.39649305,0.58521664,0.3338308325,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,21.0,vanilla,15.0,0.11897407,0.2295428,0.38572416,0.5699514,0.3260481075,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,21.0,vanilla,20.0,0.1178399,0.22627716,0.38043386,0.56186974,0.321605165,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,21.0,vanilla,25.0,0.1172969,0.22433013,0.3794915,0.5599878,0.3202765825,RNN\TDD\generalization\slice_15\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,24.0,vanilla,0.0,0.17917062,0.30981076,0.5369266,0.7081805,0.43352212,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,24.0,vanilla,5.0,0.1517405,0.26124492,0.4859732,0.67193735,0.3927239925,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,24.0,vanilla,10.0,0.13732344,0.238581,0.44149232,0.64773935,0.3662840275,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,24.0,vanilla,15.0,0.13384217,0.2331637,0.43445742,0.6383191,0.3599455975,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,24.0,vanilla,20.0,0.13231501,0.23201247,0.43686822,0.6302891,0.3578712,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,24.0,vanilla,25.0,0.13192084,0.23068911,0.4311345,0.6299847,0.3559322875,RNN\TDD\generalization\slice_15\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,27.0,vanilla,0.0,0.20525518,0.34446582,0.54884726,0.7558897,0.46361449,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,27.0,vanilla,5.0,0.16939116,0.29748878,0.49287042,0.7702846,0.43250874,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,27.0,vanilla,10.0,0.15574042,0.2796405,0.47006637,0.7434142,0.4122153725,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,27.0,vanilla,15.0,0.15313415,0.2706887,0.46026936,0.7418314,0.4064809025,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,27.0,vanilla,20.0,0.15003192,0.2672338,0.458193,0.7232453,0.399676005,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,27.0,vanilla,25.0,0.14996077,0.26864755,0.4559247,0.7282068,0.400684955,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,30.0,vanilla,0.0,0.28296503,0.4370353,0.62814885,0.8255865,0.54343392,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,30.0,vanilla,5.0,0.24712442,0.37842596,0.58693016,0.8228714,0.508837985,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,30.0,vanilla,10.0,0.23987718,0.3619116,0.57127047,0.7975049,0.4926410375,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,30.0,vanilla,15.0,0.23138449,0.35979286,0.5677885,0.8052431,0.4910522375,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,30.0,vanilla,20.0,0.23139833,0.35518846,0.5698213,0.7987812,0.48879732249999996,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,30.0,vanilla,25.0,0.22974946,0.35399774,0.5678387,0.7985533,0.4875348,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,33.0,vanilla,0.0,0.31828642,0.47679913,0.7165615,0.88036454,0.5980028975,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,33.0,vanilla,5.0,0.2823186,0.41466418,0.6606787,0.8464181,0.5510198949999999,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,33.0,vanilla,10.0,0.26517728,0.39913446,0.64689153,0.8195315,0.5326836925,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,33.0,vanilla,15.0,0.26182637,0.39207944,0.6424701,0.81217176,0.5271369175,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,33.0,vanilla,20.0,0.25753453,0.3908186,0.6419547,0.8125772,0.5257212575,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,33.0,vanilla,25.0,0.25823873,0.38970035,0.6369833,0.81438774,0.52482753,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,36.0,vanilla,0.0,0.32614917,0.5309611,0.8140284,1.0150676,0.6715515675,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,36.0,vanilla,5.0,0.2970763,0.49250197,0.76920485,0.97361994,0.633100765,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,36.0,vanilla,10.0,0.295267,0.47502345,0.7526612,0.9771035,0.6250137875,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,36.0,vanilla,15.0,0.291558,0.47155875,0.75104415,0.9674217,0.6203956500000001,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,36.0,vanilla,20.0,0.29039714,0.4691425,0.7460254,0.96398604,0.61738777,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,36.0,vanilla,25.0,0.2902312,0.4716078,0.7472627,0.96732795,0.6191074125,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,39.0,vanilla,0.0,0.33700103,0.56310785,0.9067944,1.113166,0.73001732,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,39.0,vanilla,5.0,0.3150156,0.52255934,0.8678883,1.0847521,0.697553835,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,39.0,vanilla,10.0,0.30688545,0.50879455,0.86554986,1.0985444,0.694943565,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,39.0,vanilla,15.0,0.30437765,0.50218844,0.8499148,1.077277,0.6834394725,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,39.0,vanilla,20.0,0.3025917,0.5013352,0.8547358,1.0886514,0.686828525,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,39.0,vanilla,25.0,0.3029439,0.50129175,0.8527823,1.0781962,0.6838035375,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,42.0,vanilla,0.0,0.42969564,0.64875436,0.90750283,0.99691546,0.7457170725,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,42.0,vanilla,5.0,0.40562847,0.5999447,0.89730436,0.96681887,0.7174241,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,42.0,vanilla,10.0,0.38286695,0.57814765,0.8606393,0.95817626,0.69495754,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,42.0,vanilla,15.0,0.38429078,0.5684743,0.8568391,0.9567485,0.69158817,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,42.0,vanilla,20.0,0.38198596,0.56738716,0.86223936,0.95032746,0.690484985,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,42.0,vanilla,25.0,0.38056728,0.5685732,0.8609635,0.94629914,0.68910078,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,5e-08,45.0,vanilla,0.0,0.43449065,0.6985081,1.0089831,1.1229124,0.8162235624999999,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,5e-08,45.0,vanilla,5.0,0.42289692,0.67274165,0.9816453,1.1005545,0.7944595925,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,5e-08,45.0,vanilla,10.0,0.4162936,0.65147185,0.9562366,1.0888085,0.7782026375,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,5e-08,45.0,vanilla,15.0,0.40806338,0.64215446,0.95664144,1.0796216,0.77162022,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,45.0,vanilla,20.0,0.40985176,0.6450685,0.95598394,1.0814799,0.773096025,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,5e-08,45.0,vanilla,25.0,0.4105776,0.64475906,0.95655245,1.0833299,0.7738047525,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,1.0,vanilla,0.0,0.02934043,0.04409996,0.05277237,0.06736921,0.0483954925,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,1.0,vanilla,5.0,0.01524504,0.02351744,0.02552224,0.03215808,0.0241107,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,1.0,vanilla,10.0,0.0109291,0.01562146,0.01630083,0.02040263,0.015813505,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,1.0,vanilla,15.0,0.00927047,0.01232758,0.01247421,0.01524772,0.012329995,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,1.0,vanilla,20.0,0.00880696,0.01119419,0.01138915,0.0138762,0.011316625,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,1.0,vanilla,25.0,0.00863491,0.01079712,0.0108866,0.01319354,0.0108780425,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,3.0,vanilla,0.0,0.03242975,0.05239138,0.07200029,0.10565373,0.0656187875,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,3.0,vanilla,5.0,0.01888622,0.02904911,0.04061587,0.0596453,0.037049125,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,3.0,vanilla,10.0,0.01344302,0.01999728,0.0271094,0.04065588,0.025301394999999997,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,3.0,vanilla,15.0,0.01199927,0.01636767,0.02208547,0.03315803,0.02090261,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,3.0,vanilla,20.0,0.01149857,0.0145731,0.01989152,0.03005954,0.0190056825,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,3.0,vanilla,25.0,0.01110399,0.01400642,0.01903941,0.02885874,0.01825214,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,6.0,vanilla,0.0,0.04506775,0.07870932,0.11843854,0.1821061,0.10608042749999999,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,6.0,vanilla,5.0,0.02658297,0.04818407,0.07836552,0.12438009,0.06937816249999999,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,6.0,vanilla,10.0,0.02058231,0.03580952,0.05748516,0.09479216,0.0521672875,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,6.0,vanilla,15.0,0.01767928,0.02947101,0.04645209,0.07978734,0.04334743,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,6.0,vanilla,20.0,0.01719363,0.02721788,0.04333941,0.07515166,0.040725645,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,6.0,vanilla,25.0,0.01681409,0.02658117,0.04227176,0.07334449,0.0397528775,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,9.0,vanilla,0.0,0.05534181,0.10473928,0.15783942,0.22978905,0.13692739,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,9.0,vanilla,5.0,0.03445293,0.06720743,0.10729149,0.16558757,0.093634855,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,9.0,vanilla,10.0,0.02664714,0.04713878,0.07812425,0.1257572,0.0694168425,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,9.0,vanilla,15.0,0.02474262,0.04188944,0.0696918,0.11423898,0.06264071,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,9.0,vanilla,20.0,0.02340575,0.03968233,0.06595403,0.10964976,0.0596729675,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,9.0,vanilla,25.0,0.023308,0.03832424,0.06551299,0.10799786,0.0587857725,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,10.0,vanilla,0.0,0.05970643,0.10353173,0.16769981,0.25149772,0.1456089225,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,10.0,vanilla,5.0,0.03881125,0.06966052,0.1150061,0.17995441,0.10085807000000001,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,10.0,vanilla,10.0,0.03129216,0.05189316,0.08875522,0.14277147,0.0786780025,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,10.0,vanilla,15.0,0.02698812,0.04424286,0.07723603,0.12716588,0.0689082225,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,10.0,vanilla,20.0,0.02566033,0.04178432,0.07301565,0.12027564,0.065183985,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,10.0,vanilla,25.0,0.02533565,0.0402781,0.07017913,0.11652438,0.063079315,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,12.0,vanilla,0.0,0.08843038,0.15418106,0.23987667,0.3529242,0.2088530775,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,12.0,vanilla,5.0,0.05869401,0.10807677,0.18080196,0.2813172,0.157222485,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,12.0,vanilla,10.0,0.04759279,0.08403621,0.14538063,0.24115914,0.12954219250000001,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,12.0,vanilla,15.0,0.04347938,0.07293503,0.1327577,0.22074673,0.11747971,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,12.0,vanilla,20.0,0.0422391,0.06906015,0.12750511,0.21377842,0.113145695,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,12.0,vanilla,25.0,0.04190344,0.06871489,0.12676094,0.21280493,0.11254605,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,15.0,vanilla,0.0,0.11012633,0.19590999,0.3229591,0.4787017,0.27692428,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,15.0,vanilla,5.0,0.07940274,0.14756899,0.26566738,0.4152847,0.2269809525,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,15.0,vanilla,10.0,0.07044064,0.12931024,0.23495588,0.37664878,0.202838885,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,15.0,vanilla,15.0,0.06570759,0.1213291,0.22363614,0.36696067,0.194408375,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,15.0,vanilla,20.0,0.06399234,0.11642604,0.21879576,0.36142045,0.1901586475,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,15.0,vanilla,25.0,0.06396278,0.11527889,0.21593842,0.3578119,0.18824799749999999,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,18.0,vanilla,0.0,0.13360251,0.23281336,0.40297186,0.5770218,0.3366023825,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,18.0,vanilla,5.0,0.10619791,0.1901622,0.34671855,0.5250239,0.29202564,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,18.0,vanilla,10.0,0.09542952,0.16963693,0.32121006,0.49598145,0.27056449,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,18.0,vanilla,15.0,0.09024058,0.16007055,0.3039232,0.48372772,0.2594905125,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,18.0,vanilla,20.0,0.0896699,0.15626317,0.29967657,0.47642526,0.255508725,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,18.0,vanilla,25.0,0.08898289,0.1555904,0.29914117,0.47566873,0.25484579749999997,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,21.0,vanilla,0.0,0.16372032,0.26609826,0.4636786,0.67166716,0.391291085,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,21.0,vanilla,5.0,0.1303058,0.22286713,0.39487508,0.6061858,0.3385584525,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,21.0,vanilla,10.0,0.11536336,0.19187915,0.3491726,0.5570513,0.3033666025,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,21.0,vanilla,15.0,0.11145647,0.18641205,0.34078473,0.5538368,0.2981225125,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,21.0,vanilla,20.0,0.10899728,0.18305227,0.3347713,0.5519936,0.2947036125,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,21.0,vanilla,25.0,0.10923664,0.18146127,0.33301502,0.5525211,0.2940585075,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,24.0,vanilla,0.0,0.17555068,0.2906356,0.50275624,0.7803223,0.437316205,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,24.0,vanilla,5.0,0.14686733,0.24411215,0.4507987,0.7058375,0.38690392,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,24.0,vanilla,10.0,0.13602816,0.23185927,0.4232782,0.6685752,0.3649352075,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,24.0,vanilla,15.0,0.13310458,0.22889653,0.41786572,0.67322165,0.36327212,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,24.0,vanilla,20.0,0.13174233,0.22481853,0.41403964,0.6700418,0.360160575,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,24.0,vanilla,25.0,0.13153917,0.22410288,0.41336566,0.66572684,0.35868363750000004,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,27.0,vanilla,0.0,0.18681872,0.2916573,0.45493218,0.6623099,0.398929525,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,27.0,vanilla,5.0,0.1576887,0.25772277,0.41769686,0.6738349,0.3767358075,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,27.0,vanilla,10.0,0.14795876,0.2431877,0.40358487,0.61081237,0.351385925,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,27.0,vanilla,15.0,0.14314862,0.23413152,0.392439,0.6095158,0.34480873500000003,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,27.0,vanilla,20.0,0.14136742,0.23185219,0.3904809,0.6070706,0.3426927775,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,27.0,vanilla,25.0,0.14153145,0.23114012,0.3902803,0.6049613,0.3419782925,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,30.0,vanilla,0.0,0.2659151,0.414991,0.6809852,0.8853691,0.5618151,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,30.0,vanilla,5.0,0.237184,0.3676378,0.6149905,0.8442522,0.516016125,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,30.0,vanilla,10.0,0.22774965,0.33913308,0.5807467,0.8025355,0.4875412325,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,30.0,vanilla,15.0,0.21963343,0.32898143,0.5692048,0.8059507,0.48094259,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,30.0,vanilla,20.0,0.21942125,0.32498714,0.56864566,0.8086216,0.4804189125,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,30.0,vanilla,25.0,0.21874611,0.32562464,0.56698847,0.80920225,0.4801403675,RNN\TDD\generalization\slice_16\20260225_164550\result.csv
RNN,TDD,generalization,A,1e-07,33.0,vanilla,0.0,0.2854095,0.48316124,0.77890855,0.99534833,0.635706905,RNN\TDD\generalization\slice_0\20260225_164445\result.csv
RNN,TDD,generalization,A,1e-07,33.0,vanilla,5.0,0.25230798,0.44583294,0.72599685,0.9648899,0.5972569175,RNN\TDD\generalization\slice_3\20260225_164528\result.csv
RNN,TDD,generalization,A,1e-07,33.0,vanilla,10.0,0.2363657,0.42552334,0.70045274,0.9652775,0.58190482,RNN\TDD\generalization\slice_6\20260225_164536\result.csv
RNN,TDD,generalization,A,1e-07,33.0,vanilla,15.0,0.23470035,0.4193637,0.69856995,0.95993805,0.5781430125,RNN\TDD\generalization\slice_9\20260225_164540\result.csv
RNN,TDD,generalization,A,1e-07,33.0,vanilla,20.0,0.23312221,0.41567948,0.6927433,0.95972174,0.5753166825,RNN\TDD\generalization\slice_12\20260225_164540\result.csv
